time_index,station_id,nb_velos_dispo,nb_places_dispo,latitude,longitude,ratio
0539,84,22,1,50.627243,3.109266,0.9565217391304348
0539,83,22,2,50.63378,3.02059,0.9166666666666666
0539,221,27,2,50.69184,3.173925,0.9310344827586207
0539,36,26,10,50.62624,3.039911,0.7222222222222222
0539,11,0,32,50.63734,3.060977,0.0
0539,40,0,28,50.62614,3.051729,0.0
0539,1,0,0,50.641926,3.075992,
0539,264,0,0,50.697895,3.206297,
0539,87,0,0,50.632393,3.110669,
0539,89,0,0,50.619312,3.041299,
0539,92,0,0,50.63665,3.091106,
0539,105,0,0,50.638126,3.10231,
0539,106,0,0,50.638123,3.112704,
0539,109,0,0,50.623466,3.030667,
0539,112,0,0,50.626846,3.115101,
0539,118,0,0,50.641834,3.022364,
0539,127,0,0,50.63708,3.127964,
0539,129,0,0,50.63608,3.130853,
0539,134,0,0,50.6221,3.131706,
0539,136,0,0,50.62972,3.133873,
0539,215,0,0,50.684593,3.200799,
0539,235,0,0,50.696327,3.16713,
0539,262,0,1,50.701187,3.215011,0.0
0539,263,0,1,50.69626,3.209156,0.0
0539,299,0,1,50.6151322,3.0863797,0.0
0539,59,0,1,50.622223,3.077127,0.0
0539,128,0,1,50.633842,3.127335,0.0
0539,143,0,1,50.61776,3.146026,0.0
0539,145,0,1,50.61992,3.14528,0.0
0539,126,0,3,50.64057,3.115571,0.0
0539,228,0,7,50.69535,3.180779,0.0
0539,231,0,10,50.689762,3.177179,0.0
0539,258,0,12,50.710735,3.159881,0.0
0539,222,0,12,50.6941,3.172165,0.0
0539,261,0,13,50.732277,3.157656,0.0
0539,140,0,14,50.623795,3.144815,0.0
0539,176,0,16,50.604525,3.031224,0.0
0539,233,0,16,50.702026,3.172654,0.0
0539,251,0,18,50.72551,3.156554,0.0
0539,269,0,20,50.676944,3.167306,0.0
0539,305,0,20,50.67057,3.1443,0.0
0539,39,0,22,50.627674,3.050173,0.0
0539,6,0,24,50.630943,3.060299,0.0
0539,200,0,24,50.679123,3.155906,0.0
0539,218,0,24,50.67392,3.18514,0.0
0539,8,1,39,50.632366,3.062313,0.025
0539,20,1,28,50.640385,3.062053,0.034482758620689655
0539,22,1,29,50.64144,3.064974,0.03333333333333333
0539,27,1,35,50.635014,3.064802,0.027777777777777776
0539,237,1,11,50.719803,3.156338,0.08333333333333333
0539,240,1,11,50.71922,3.163396,0.08333333333333333
0539,165,1,13,50.632367,3.05816,0.07142857142857142
0539,16,1,15,50.646225,3.053499,0.0625
0539,164,1,15,50.63393,3.061687,0.0625
0539,225,1,15,50.683987,3.16327,0.0625
0539,30,1,17,50.64297,3.067375,0.05555555555555555
0539,270,1,19,50.664211,3.130098,0.05
0539,203,1,19,50.68079,3.167454,0.05
0539,15,1,23,50.6449,3.050645,0.041666666666666664
0539,61,1,23,50.629246,3.075218,0.041666666666666664
0539,100,1,23,50.651638,3.081625,0.041666666666666664
0539,5,2,38,50.63156,3.054738,0.05
0539,10,2,30,50.63589,3.062471,0.0625
0539,88,2,28,50.635082,3.058015,0.06666666666666667
0539,208,2,10,50.67544,3.181998,0.16666666666666666
0539,214,2,10,50.6795,3.179257,0.16666666666666666
0539,32,2,14,50.64142,3.067873,0.125
0539,70,2,14,50.63424,3.073991,0.125
0539,102,2,14,50.64218,3.109699,0.125
0539,226,2,14,50.68645,3.170006,0.125
0539,149,2,15,50.609592,3.075483,0.11764705882352941
0539,238,2,15,50.72075,3.152659,0.11764705882352941
0539,17,2,17,50.644695,3.060867,0.10526315789473684
0539,31,2,18,50.644264,3.062935,0.1
0539,302,2,18,50.60301,3.06925,0.1
0539,303,2,18,50.60709,3.06558,0.1
0539,58,2,18,50.62073,3.07895,0.1
0539,64,2,18,50.6318,3.071392,0.1
0539,160,2,18,50.637709,3.077478,0.1
0539,12,2,23,50.637486,3.065902,0.08
0539,80,3,27,50.61989,3.084357,0.1
0539,159,3,37,50.637726,3.071892,0.075
0539,169,3,9,50.644685,3.057953,0.25
0539,210,3,9,50.676884,3.187817,0.25
0539,151,3,10,50.60642,3.072209,0.23076923076923078
0539,256,3,13,50.73682,3.1712308,0.1875
0539,152,3,13,50.610582,3.065103,0.1875
0539,42,3,14,50.62789,3.06209,0.17647058823529413
