time_index,station_id,nb_velos_dispo,latitude,longitude
8,156,24,50.661602,3.050322
8,94,23,50.63579,3.033977
8,83,22,50.63378,3.02059
8,84,22,50.627243,3.109266
8,221,27,50.69184,3.173925
8,36,25,50.62624,3.039911
8,5,0,50.63156,3.054738
8,10,0,50.63589,3.062471
8,11,0,50.63734,3.060977
8,20,0,50.640385,3.062053
8,24,0,50.637078,3.070774
8,25,0,50.636399,3.069354
8,82,0,50.63999,3.075204
8,88,0,50.635082,3.058015
8,159,0,50.637726,3.071892
8,1,0,50.641926,3.075992
8,264,0,50.697895,3.206297
8,299,0,50.6151322,3.0863797
8,87,0,50.632393,3.110669
8,89,0,50.619312,3.041299
8,92,0,50.63665,3.091106
8,105,0,50.638126,3.10231
8,106,0,50.638123,3.112704
8,109,0,50.623466,3.030667
8,112,0,50.626846,3.115101
8,118,0,50.641834,3.022364
8,127,0,50.63708,3.127964
8,129,0,50.63608,3.130853
8,134,0,50.6221,3.131706
8,136,0,50.62972,3.133873
8,215,0,50.684593,3.200799
8,235,0,50.696327,3.16713
8,262,0,50.701187,3.215011
8,263,0,50.69626,3.209156
8,59,0,50.622223,3.077127
8,128,0,50.633842,3.127335
8,143,0,50.61776,3.146026
8,145,0,50.61992,3.14528
8,126,0,50.64057,3.115571
8,228,0,50.69535,3.180779
8,231,0,50.689762,3.177179
8,258,0,50.710735,3.159881
8,222,0,50.6941,3.172165
8,261,0,50.732277,3.157656
8,140,0,50.623795,3.144815
8,165,0,50.632367,3.05816
8,7,0,50.633728,3.055307
8,164,0,50.63393,3.061687
8,176,0,50.604525,3.031224
8,233,0,50.702026,3.172654
8,66,0,50.63237,3.066273
8,251,0,50.72551,3.156554
8,26,0,50.63457,3.068007
8,269,0,50.676944,3.167306
8,305,0,50.67057,3.1443
8,160,0,50.637709,3.077478
8,195,0,50.631135,3.008346
8,200,0,50.679123,3.155906
8,218,0,50.67392,3.18514
8,12,0,50.637486,3.065902
8,8,1,50.632366,3.062313
8,22,1,50.64144,3.064974
8,27,1,50.635014,3.064802
8,40,1,50.62614,3.051729
8,237,1,50.719803,3.156338
8,240,1,50.71922,3.163396
8,102,1,50.64218,3.109699
8,225,1,50.683987,3.16327
8,30,1,50.64297,3.067375
8,270,1,50.664211,3.130098
8,203,1,50.68079,3.167454
8,73,1,50.642315,3.087979
8,15,1,50.6449,3.050645
8,61,1,50.629246,3.075218
8,14,2,50.6379088,3.0508558
8,208,2,50.67544,3.181998
8,214,2,50.6795,3.179257
8,32,2,50.64142,3.067873
8,70,2,50.63424,3.073991
8,226,2,50.68645,3.170006
8,149,2,50.609592,3.075483
8,238,2,50.72075,3.152659
8,17,2,50.644695,3.060867
8,4,2,50.624695,3.048961
8,302,2,50.60301,3.06925
8,58,2,50.62073,3.07895
8,39,2,50.627674,3.050173
8,6,2,50.630943,3.060299
8,100,2,50.651638,3.081625
8,150,2,50.60548,3.077622
8,2,3,50.632233,3.046134
8,210,3,50.676884,3.187817
8,151,3,50.60642,3.072209
8,190,3,50.662941,3.057167
8,256,3,50.73682,3.1712308
8,152,3,50.610582,3.065103
8,78,3,50.615536,3.048518
8,260,3,50.721308,3.158104
8,31,3,50.644264,3.062935
8,303,3,50.60709,3.06558
8,313,3,50.666236,3.06415
8,76,3,50.632996,3.089651
8,47,3,50.62824,3.069233
8,162,3,50.628544,3.065015
8,169,4,50.644685,3.057953
8,220,4,50.693768,3.167666
8,257,4,50.71473,3.157369
8,16,4,50.646225,3.053499
8,114,4,50.62651,3.079211
8,191,4,50.638838,3.1317727
8,212,4,50.682053,3.182205
8,21,4,50.64193,3.061774
8,79,4,50.61295,3.047268
8,197,4,50.630834,3.013247
8,199,4,50.612921,3.003634
8,67,4,50.621952,3.04534
8,141,4,50.61682,3.140808
8,202,4,50.677914,3.162353
8,246,5,50.72271,3.163794
8,243,5,50.718204,3.15749
8,232,5,50.699734,3.174347
8,268,5,50.6967934,3.1684926
8,116,5,50.64891,3.078336
8,234,5,50.7004,3.161378
8,44,5,50.629063,3.053711
8,104,5,50.64584,3.112744
8,132,5,50.61606,3.132006
8,275,5,50.665946,3.198101
8,125,5,50.643883,3.118579
8,19,5,50.64031,3.05774
8,29,5,50.647236,3.059376
8,9,6,50.63393,3.044986
8,248,6,50.728798,3.158835
8,249,6,50.728798,3.154051
8,253,6,50.72498,3.150884
8,161,6,50.634417,3.0822274
8,204,6,50.684757,3.171974
8,139,6,50.62577,3.144714
8,147,6,50.614052,3.062195
8,171,6,50.62479,3.080467
8,189,6,50.646418,3.106625
8,252,6,50.72263,3.150377
8,42,6,50.62789,3.06209
8,56,6,50.620304,3.055471
8,242,6,50.716843,3.167834
8,90,6,50.64569,3.0858226
8,98,6,50.6549,3.068756
8,131,6,50.619602,3.13197
8,63,6,50.629738,3.078224
8,170,7,50.62195,3.06038
8,244,7,50.727453,3.166828
8,219,7,50.695477,3.164222
8,241,7,50.722343,3.170847
8,23,7,50.639107,3.065548
8,227,7,50.699436,3.159658
8,108,7,50.645267,3.100516
8,173,7,50.61352,3.03677
8,273,7,50.670865,3.198875
8,274,7,50.667847,3.192974
8,64,7,50.6318,3.071392
8,138,7,50.631298,3.126914
8,142,7,50.6206,3.138207
8,75,7,50.637337,3.084894
8,250,7,50.72389,3.160344
8,130,7,50.62435,3.1283
8,53,8,50.61856,3.049251
8,81,8,50.63529,3.115088
8,223,8,50.6903353,3.1690075
8,255,8,50.7134,3.165011
8,41,8,50.656487,3.088004
8,216,8,50.681797,3.194122
8,3,8,50.636093,3.050447
8,259,8,50.704693,3.160515
8,124,8,50.6618,3.096235
8,133,8,50.61915,3.126501
8,254,8,50.71732,3.162455
8,308,8,50.611307,2.994654
8,183,8,50.658048,3.063774
8,55,8,50.617847,3.061758
8,137,8,50.615868,3.126089
8,43,8,50.629044,3.058288
8,185,9,50.65722,3.056147
8,172,9,50.612635,3.059261
8,186,9,50.672415,3.0924237
8,192,9,50.6312847,3.1350379
8,247,9,50.73418,3.1681724
8,175,9,50.60301,3.038779
8,217,9,50.67869,3.172558
8,267,9,50.670155,3.154898
8,304,9,50.66351,3.138682
8,312,9,50.672499,3.069317
8,52,9,50.62276,3.063799
8,80,9,50.61989,3.084357
8,51,10,50.62482,3.068689
8,266,10,50.6875,3.1585592
8,188,10,50.637103,3.097538
8,177,10,50.616763,3.023032
8,239,10,50.730289,3.167723
8,18,10,50.6428,3.055932
8,180,10,50.652107,3.029324
8,103,10,50.639828,3.106677
