time_index,station_id,nb_velos_dispo,latitude,longitude
1652,221,27,50.69184,3.173925
1652,24,28,50.637078,3.070774
1652,28,0,50.634686,3.048344
1652,63,0,50.629738,3.078224
1652,1,0,50.641926,3.075992
1652,264,0,50.697895,3.206297
1652,87,0,50.632393,3.110669
1652,89,0,50.619312,3.041299
1652,92,0,50.63665,3.091106
1652,105,0,50.638126,3.10231
1652,106,0,50.638123,3.112704
1652,109,0,50.623466,3.030667
1652,112,0,50.626846,3.115101
1652,118,0,50.641834,3.022364
1652,127,0,50.63708,3.127964
1652,129,0,50.63608,3.130853
1652,134,0,50.6221,3.131706
1652,136,0,50.62972,3.133873
1652,215,0,50.684593,3.200799
1652,235,0,50.696327,3.16713
1652,262,0,50.701187,3.215011
1652,263,0,50.69626,3.209156
1652,299,0,50.6151322,3.0863797
1652,59,0,50.622223,3.077127
1652,128,0,50.633842,3.127335
1652,143,0,50.61776,3.146026
1652,145,0,50.61992,3.14528
1652,126,0,50.64057,3.115571
1652,228,0,50.69535,3.180779
1652,231,0,50.689762,3.177179
1652,258,0,50.710735,3.159881
1652,222,0,50.6941,3.172165
1652,261,0,50.732277,3.157656
1652,140,0,50.623795,3.144815
1652,171,0,50.62479,3.080467
1652,233,0,50.702026,3.172654
1652,269,0,50.676944,3.167306
1652,305,0,50.67057,3.1443
1652,79,0,50.61295,3.047268
1652,163,0,50.625597,3.064497
1652,203,0,50.68079,3.167454
1652,61,0,50.629246,3.075218
1652,202,0,50.677914,3.162353
1652,218,0,50.67392,3.18514
1652,9,1,50.63393,3.044986
1652,237,1,50.719803,3.156338
1652,240,1,50.71922,3.163396
1652,155,1,50.655098,3.051201
1652,32,1,50.64142,3.067873
1652,226,1,50.68645,3.170006
1652,149,1,50.609592,3.075483
1652,56,1,50.620304,3.055471
1652,78,1,50.615536,3.048518
1652,54,1,50.62338,3.051565
1652,58,1,50.62073,3.07895
1652,15,1,50.6449,3.050645
1652,19,1,50.64031,3.05774
1652,14,2,50.6379088,3.0508558
1652,172,2,50.612635,3.059261
1652,220,2,50.693768,3.167666
1652,152,2,50.610582,3.065103
1652,17,2,50.644695,3.060867
1652,4,2,50.624695,3.048961
1652,73,2,50.642315,3.087979
1652,47,2,50.62824,3.069233
1652,81,3,50.63529,3.115088
1652,210,3,50.676884,3.187817
1652,151,3,50.60642,3.072209
1652,161,3,50.634417,3.0822274
1652,256,3,50.73682,3.1712308
1652,257,3,50.71473,3.157369
1652,116,3,50.64891,3.078336
1652,147,3,50.614052,3.062195
1652,166,3,50.63084,3.04483
1652,238,3,50.72075,3.152659
1652,260,3,50.721308,3.158104
1652,270,3,50.664211,3.130098
1652,302,3,50.60301,3.06925
1652,303,3,50.60709,3.06558
1652,167,3,50.626382,3.047066
1652,52,3,50.62276,3.063799
1652,68,3,50.630836,3.047778
1652,153,3,50.65547,3.064989
1652,48,3,50.61843,3.07241
1652,85,4,50.62504,3.1008
1652,188,4,50.637103,3.097538
1652,214,4,50.6795,3.179257
1652,165,4,50.632367,3.05816
1652,232,4,50.699734,3.174347
1652,265,4,50.67441,3.14721
1652,102,4,50.64218,3.109699
1652,176,4,50.604525,3.031224
1652,3,4,50.636093,3.050447
1652,13,4,50.63671,3.054773
1652,46,4,50.62629,3.061198
1652,57,4,50.62418,3.058902
1652,66,4,50.63237,3.066273
1652,93,4,50.628918,3.088147
1652,251,4,50.72551,3.156554
1652,60,4,50.621185,3.072363
1652,90,4,50.64569,3.0858226
1652,195,4,50.631135,3.008346
1652,67,4,50.621952,3.04534
1652,190,5,50.662941,3.057167
1652,164,5,50.63393,3.061687
1652,268,5,50.6967934,3.1684926
1652,225,5,50.683987,3.16327
1652,234,5,50.7004,3.161378
1652,252,5,50.72263,3.150377
1652,95,5,50.63041,3.097037
1652,132,5,50.61606,3.132006
1652,271,5,50.669867,3.131048
1652,275,5,50.665946,3.198101
1652,55,5,50.617847,3.061758
1652,40,5,50.62614,3.051729
1652,62,5,50.632965,3.076437
1652,107,6,50.636105,3.106438
1652,111,6,50.62486,3.116677
1652,185,6,50.65722,3.056147
1652,208,6,50.67544,3.181998
1652,243,6,50.718204,3.15749
1652,246,6,50.72271,3.163794
1652,248,6,50.728798,3.158835
1652,253,6,50.72498,3.150884
1652,177,6,50.616763,3.023032
1652,180,6,50.652107,3.029324
1652,204,6,50.684757,3.171974
1652,16,6,50.646225,3.053499
1652,103,6,50.639828,3.106677
1652,154,6,50.65532,3.060615
1652,175,6,50.60301,3.038779
1652,189,6,50.646418,3.106625
1652,241,6,50.722343,3.170847
1652,23,6,50.639107,3.065548
1652,120,6,50.63899,3.01154
1652,191,6,50.638838,3.1317727
1652,108,6,50.645267,3.100516
