time_index,station_id,nb_velos_dispo,latitude,longitude
1851,33,22,50.63022,3.035681
1851,29,24,50.647236,3.059376
1851,221,25,50.69184,3.173925
1851,43,23,50.629044,3.058288
1851,36,23,50.62624,3.039911
1851,5,24,50.63156,3.054738
1851,2,0,50.632233,3.046134
1851,9,0,50.63393,3.044986
1851,14,0,50.6379088,3.0508558
1851,25,0,50.636399,3.069354
1851,48,0,50.61843,3.07241
1851,62,0,50.632965,3.076437
1851,80,0,50.61989,3.084357
1851,82,0,50.63999,3.075204
1851,1,0,50.641926,3.075992
1851,264,0,50.697895,3.206297
1851,87,0,50.632393,3.110669
1851,89,0,50.619312,3.041299
1851,92,0,50.63665,3.091106
1851,105,0,50.638126,3.10231
1851,106,0,50.638123,3.112704
1851,109,0,50.623466,3.030667
1851,112,0,50.626846,3.115101
1851,118,0,50.641834,3.022364
1851,127,0,50.63708,3.127964
1851,129,0,50.63608,3.130853
1851,134,0,50.6221,3.131706
1851,136,0,50.62972,3.133873
1851,215,0,50.684593,3.200799
1851,235,0,50.696327,3.16713
1851,262,0,50.701187,3.215011
1851,263,0,50.69626,3.209156
1851,299,0,50.6151322,3.0863797
1851,59,0,50.622223,3.077127
1851,128,0,50.633842,3.127335
1851,143,0,50.61776,3.146026
1851,145,0,50.61992,3.14528
1851,126,0,50.64057,3.115571
1851,228,0,50.69535,3.180779
1851,231,0,50.689762,3.177179
1851,258,0,50.710735,3.159881
1851,222,0,50.6941,3.172165
1851,261,0,50.732277,3.157656
1851,140,0,50.623795,3.144815
1851,161,0,50.634417,3.0822274
1851,116,0,50.64891,3.078336
1851,166,0,50.63084,3.04483
1851,176,0,50.604525,3.031224
1851,226,0,50.68645,3.170006
1851,233,0,50.702026,3.172654
1851,3,0,50.636093,3.050447
1851,269,0,50.676944,3.167306
1851,34,0,50.63413,3.041209
1851,203,0,50.68079,3.167454
1851,26,0,50.63457,3.068007
1851,61,0,50.629246,3.075218
1851,218,0,50.67392,3.18514
1851,10,1,50.63589,3.062471
1851,24,1,50.637078,3.070774
1851,28,1,50.634686,3.048344
1851,201,1,50.673943,3.163443
1851,86,1,50.62903,3.10295
1851,237,1,50.719803,3.156338
