time_index,station_id,nb_velos_dispo,latitude,longitude
204,156,24,50.661602,3.050322
204,94,23,50.63579,3.033977
204,83,22,50.63378,3.02059
204,84,22,50.627243,3.109266
204,221,27,50.69184,3.173925
204,33,22,50.63022,3.035681
204,36,26,50.62624,3.039911
204,10,0,50.63589,3.062471
204,11,0,50.63734,3.060977
204,20,0,50.640385,3.062053
204,24,0,50.637078,3.070774
204,25,0,50.636399,3.069354
204,40,0,50.62614,3.051729
204,82,0,50.63999,3.075204
204,88,0,50.635082,3.058015
204,159,0,50.637726,3.071892
204,1,0,50.641926,3.075992
204,264,0,50.697895,3.206297
204,299,0,50.6151322,3.0863797
204,87,0,50.632393,3.110669
204,89,0,50.619312,3.041299
204,92,0,50.63665,3.091106
204,105,0,50.638126,3.10231
204,106,0,50.638123,3.112704
204,109,0,50.623466,3.030667
204,112,0,50.626846,3.115101
204,118,0,50.641834,3.022364
204,127,0,50.63708,3.127964
204,129,0,50.63608,3.130853
204,134,0,50.6221,3.131706
204,136,0,50.62972,3.133873
204,215,0,50.684593,3.200799
204,235,0,50.696327,3.16713
204,262,0,50.701187,3.215011
204,263,0,50.69626,3.209156
204,59,0,50.622223,3.077127
204,128,0,50.633842,3.127335
204,143,0,50.61776,3.146026
204,145,0,50.61992,3.14528
204,126,0,50.64057,3.115571
204,228,0,50.69535,3.180779
204,231,0,50.689762,3.177179
204,258,0,50.710735,3.159881
204,222,0,50.6941,3.172165
204,261,0,50.732277,3.157656
204,140,0,50.623795,3.144815
204,7,0,50.633728,3.055307
204,164,0,50.63393,3.061687
204,176,0,50.604525,3.031224
204,233,0,50.702026,3.172654
204,66,0,50.63237,3.066273
204,251,0,50.72551,3.156554
204,26,0,50.63457,3.068007
204,269,0,50.676944,3.167306
204,305,0,50.67057,3.1443
204,195,0,50.631135,3.008346
204,200,0,50.679123,3.155906
204,218,0,50.67392,3.18514
204,12,0,50.637486,3.065902
204,5,1,50.63156,3.054738
204,27,1,50.635014,3.064802
204,237,1,50.719803,3.156338
204,240,1,50.71922,3.163396
204,165,1,50.632367,3.05816
204,225,1,50.683987,3.16327
204,30,1,50.64297,3.067375
204,270,1,50.664211,3.130098
204,160,1,50.637709,3.077478
204,203,1,50.68079,3.167454
204,39,1,50.627674,3.050173
204,15,1,50.6449,3.050645
204,61,1,50.629246,3.075218
204,8,2,50.632366,3.062313
204,14,2,50.6379088,3.0508558
204,22,2,50.64144,3.064974
204,208,2,50.67544,3.181998
204,214,2,50.6795,3.179257
204,32,2,50.64142,3.067873
204,70,2,50.63424,3.073991
204,102,2,50.64218,3.109699
204,226,2,50.68645,3.170006
204,238,2,50.72075,3.152659
204,17,2,50.644695,3.060867
204,31,2,50.644264,3.062935
204,302,2,50.60301,3.06925
204,58,2,50.62073,3.07895
204,73,2,50.642315,3.087979
204,6,2,50.630943,3.060299
204,100,2,50.651638,3.081625
204,150,2,50.60548,3.077622
204,2,3,50.632233,3.046134
204,43,3,50.629044,3.058288
204,210,3,50.676884,3.187817
204,151,3,50.60642,3.072209
204,190,3,50.662941,3.057167
204,256,3,50.73682,3.1712308
204,152,3,50.610582,3.065103
204,149,3,50.609592,3.075483
204,44,3,50.629063,3.053711
204,78,3,50.615536,3.048518
204,4,3,50.624695,3.048961
204,260,3,50.721308,3.158104
204,303,3,50.60709,3.06558
