time_index,station_id,nb_velos_dispo,latitude,longitude
935,221,29,50.69184,3.173925
935,28,39,50.634686,3.048344
935,49,23,50.61957,3.068387
935,62,29,50.632965,3.076437
935,83,23,50.63378,3.02059
935,162,25,50.628544,3.065015
935,9,33,50.63393,3.044986
935,48,22,50.61843,3.07241
935,2,24,50.632233,3.046134
935,29,0,50.647236,3.059376
935,40,0,50.62614,3.051729
935,1,0,50.641926,3.075992
935,264,0,50.697895,3.206297
935,87,0,50.632393,3.110669
935,89,0,50.619312,3.041299
935,92,0,50.63665,3.091106
935,105,0,50.638126,3.10231
935,106,0,50.638123,3.112704
935,109,0,50.623466,3.030667
935,112,0,50.626846,3.115101
935,118,0,50.641834,3.022364
935,127,0,50.63708,3.127964
935,129,0,50.63608,3.130853
935,134,0,50.6221,3.131706
935,136,0,50.62972,3.133873
935,215,0,50.684593,3.200799
935,235,0,50.696327,3.16713
935,262,0,50.701187,3.215011
935,263,0,50.69626,3.209156
935,299,0,50.6151322,3.0863797
935,59,0,50.622223,3.077127
935,128,0,50.633842,3.127335
935,143,0,50.61776,3.146026
935,145,0,50.61992,3.14528
935,126,0,50.64057,3.115571
935,228,0,50.69535,3.180779
935,231,0,50.689762,3.177179
935,258,0,50.710735,3.159881
935,169,0,50.644685,3.057953
935,170,0,50.62195,3.06038
935,222,0,50.6941,3.172165
935,261,0,50.732277,3.157656
935,151,0,50.60642,3.072209
935,140,0,50.623795,3.144815
935,116,0,50.64891,3.078336
935,152,0,50.610582,3.065103
935,233,0,50.702026,3.172654
935,114,0,50.62651,3.079211
935,149,0,50.609592,3.075483
935,38,0,50.62429,3.045321
935,57,0,50.62418,3.058902
935,251,0,50.72551,3.156554
935,30,0,50.64297,3.067375
935,31,0,50.644264,3.062935
935,108,0,50.645267,3.100516
935,4,0,50.624695,3.048961
935,302,0,50.60301,3.06925
935,167,0,50.626382,3.047066
935,52,0,50.62276,3.063799
935,15,0,50.6449,3.050645
935,100,0,50.651638,3.081625
935,150,0,50.60548,3.077622
935,218,0,50.67392,3.18514
935,96,1,50.64543,3.075116
935,81,1,50.63529,3.115088
935,37,1,50.62337,3.037553
935,237,1,50.719803,3.156338
935,240,1,50.71922,3.163396
935,16,1,50.646225,3.053499
935,225,1,50.683987,3.16327
935,226,1,50.68645,3.170006
935,17,1,50.644695,3.060867
935,44,1,50.629063,3.053711
935,78,1,50.615536,3.048518
935,305,1,50.67057,3.1443
935,60,1,50.621185,3.072363
935,79,1,50.61295,3.047268
935,90,1,50.64569,3.0858226
935,197,1,50.630834,3.013247
935,39,1,50.627674,3.050173
935,67,1,50.621952,3.04534
935,98,1,50.6549,3.068756
935,19,1,50.64031,3.05774
935,153,1,50.65547,3.064989
935,8,2,50.632366,3.062313
935,20,2,50.640385,3.062053
935,172,2,50.612635,3.059261
935,184,2,50.651107,3.0678
935,208,2,50.67544,3.181998
935,214,2,50.6795,3.179257
935,18,2,50.6428,3.055932
935,238,2,50.72075,3.152659
935,303,2,50.60709,3.06558
935,203,2,50.68079,3.167454
935,200,2,50.679123,3.155906
935,202,2,50.677914,3.162353
935,36,3,50.62624,3.039911
935,185,3,50.65722,3.056147
935,210,3,50.676884,3.187817
935,180,3,50.652107,3.029324
935,256,3,50.73682,3.1712308
935,257,3,50.71473,3.157369
935,32,3,50.64142,3.067873
935,191,3,50.638838,3.1317727
935,178,3,50.615246,3.018435
935,260,3,50.721308,3.158104
935,270,3,50.664211,3.130098
935,195,3,50.631135,3.008346
935,50,3,50.62224,3.067004
935,107,4,50.636105,3.106438
935,168,4,50.630855,3.0226
935,220,4,50.693768,3.167666
935,265,4,50.67441,3.14721
935,157,4,50.64989,3.042045
935,45,4,50.62633,3.05659
935,113,4,50.651337,3.08945
935,115,4,50.651497,3.072316
935,212,4,50.682053,3.182205
935,148,4,50.612194,3.074952
935,61,4,50.629246,3.075218
935,35,4,50.62899,3.043307
935,246,5,50.72271,3.163794
935,85,5,50.62504,3.1008
935,165,5,50.632367,3.05816
935,232,5,50.699734,3.174347
935,7,5,50.633728,3.055307
935,268,5,50.6967934,3.1684926
935,102,5,50.64218,3.109699
935,234,5,50.7004,3.161378
935,66,5,50.63237,3.066273
935,93,5,50.628918,3.088147
935,104,5,50.64584,3.112744
935,120,5,50.63899,3.01154
935,275,5,50.665946,3.198101
935,21,5,50.64193,3.061774
935,188,6,50.637103,3.097538
935,243,6,50.718204,3.15749
935,248,6,50.728798,3.158835
935,249,6,50.728798,3.154051
935,253,6,50.72498,3.150884
935,204,6,50.684757,3.171974
935,154,6,50.65532,3.060615
935,171,6,50.62479,3.080467
935,252,6,50.72263,3.150377
935,241,6,50.722343,3.170847
935,132,6,50.61606,3.132006
935,267,6,50.670155,3.154898
935,141,6,50.61682,3.140808
935,86,7,50.62903,3.10295
935,244,7,50.727453,3.166828
935,177,7,50.616763,3.023032
935,155,7,50.655098,3.051201
935,121,7,50.644855,3.013238
935,147,7,50.614052,3.062195
935,166,7,50.63084,3.04483
935,189,7,50.646418,3.106625
935,196,7,50.636003,3.009396
935,119,7,50.640957,3.018803
935,227,7,50.699436,3.159658
935,242,7,50.716843,3.167834
935,269,7,50.676944,3.167306
935,271,7,50.669867,3.131048
935,273,7,50.670865,3.198875
935,274,7,50.667847,3.192974
935,276,7,50.67756,3.14019
935,301,7,50.65281,3.02604
935,304,7,50.66351,3.138682
935,74,7,50.641238,3.083175
935,142,7,50.6206,3.138207
935,250,7,50.72389,3.160344
935,207,7,50.69138,3.17966
935,22,7,50.64144,3.064974
935,43,7,50.629044,3.058288
935,223,8,50.6903353,3.1690075
935,190,8,50.662941,3.057167
935,110,8,50.62487,3.034234
935,175,8,50.60301,3.038779
935,216,8,50.681797,3.194122
935,219,8,50.695477,3.164222
935,259,8,50.704693,3.160515
935,13,8,50.63671,3.054773
935,56,8,50.620304,3.055471
935,133,8,50.61915,3.126501
935,211,8,50.674164,3.174519
935,308,8,50.611307,2.994654
935,311,8,50.671409,3.055056
935,138,8,50.631298,3.126914
935,163,8,50.625597,3.064497
935,199,8,50.612921,3.003634
935,91,8,50.63417,3.095958
935,94,8,50.63579,3.033977
935,99,8,50.654602,3.073805
935,131,8,50.619602,3.13197
935,130,8,50.62435,3.1283
935,27,9,50.635014,3.064802
935,182,9,50.649644,3.03812
935,186,9,50.672415,3.0924237
935,255,9,50.7134,3.165011
935,239,9,50.730289,3.167723
935,192,9,50.6312847,3.1350379
935,247,9,50.73418,3.1681724
935,217,9,50.67869,3.172558
935,97,9,50.65937,3.074057
935,23,9,50.639107,3.065548
935,46,9,50.62629,3.061198
935,65,9,50.621128,3.035483
935,254,9,50.71732,3.162455
935,146,9,50.63268,3.052483
935,300,9,50.64466,3.03027
935,54,9,50.62338,3.051565
935,312,9,50.672499,3.069317
935,125,9,50.643883,3.118579
935,179,9,50.626063,3.090931
935,193,9,50.658146,3.042003
935,194,9,50.665968,3.049462
935,198,9,50.614392,3.010842
935,73,9,50.642315,3.087979
935,156,9,50.661602,3.050322
935,137,9,50.615868,3.126089
935,266,10,50.6875,3.1585592
935,111,10,50.62486,3.116677
935,103,10,50.639828,3.106677
935,272,10,50.671517,3.183123
935,307,10,50.61245,3.12268
935,310,10,50.676607,3.065308
935,313,10,50.666236,3.06415
935,183,10,50.658048,3.063774
935,117,10,50.641617,3.031375
935,84,10,50.627243,3.109266
935,10,10,50.63589,3.062471
935,11,10,50.63734,3.060977
935,230,11,50.70076,3.18407
935,139,11,50.62577,3.144714
935,70,11,50.63424,3.073991
935,164,11,50.63393,3.061687
935,123,11,50.665348,3.075792
935,213,11,50.68859,3.182028
935,77,11,50.62286,3.0914
935,306,11,50.63599,3.13566
935,58,11,50.62073,3.07895
935,158,11,50.644943,3.036932
935,75,11,50.637337,3.084894
935,309,11,50.610949,2.983948
935,51,12,50.62482,3.068689
935,236,12,50.694714,3.192643
935,224,12,50.691406,3.162704
935,41,12,50.656487,3.088004
935,122,12,50.666033,3.087591
935,95,12,50.63041,3.097037
935,124,12,50.6618,3.096235
935,69,12,50.61893,3.032539
935,135,12,50.63745,3.123145
935,161,13,50.634417,3.0822274
935,245,13,50.724581,3.166122
935,26,13,50.63457,3.068007
935,101,13,50.6423,3.099291
935,144,13,50.6258,3.14862
935,80,13,50.61989,3.084357
935,176,14,50.604525,3.031224
935,64,14,50.6318,3.071392
935,160,14,50.637709,3.077478
935,173,14,50.61352,3.03677
935,209,14,50.674995,3.195737
935,76,14,50.632996,3.089651
935,3,15,50.636093,3.050447
935,72,15,50.637302,3.024314
935,34,15,50.63413,3.041209
935,55,15,50.617847,3.061758
935,53,15,50.61856,3.049251
935,14,15,50.6379088,3.0508558
935,206,16,50.688015,3.174815
935,205,17,50.69106,3.1902585
935,6,17,50.630943,3.060299
935,88,17,50.635082,3.058015
935,82,17,50.63999,3.075204
935,42,18,50.62789,3.06209
935,229,18,50.692368,3.185092
935,12,18,50.637486,3.065902
935,5,18,50.63156,3.054738
935,24,18,50.637078,3.070774
935,47,19,50.62824,3.069233
935,33,19,50.63022,3.035681
935,25,19,50.636399,3.069354
935,71,20,50.634045,3.030778
935,68,20,50.630836,3.047778
935,174,20,50.607664,3.038892
935,63,20,50.629738,3.078224
935,201,21,50.673943,3.163443
935,159,21,50.637726,3.071892
