time_index,station_id,nb_velos_dispo,latitude,longitude
1843,6,22,50.630943,3.060299
1843,33,22,50.63022,3.035681
1843,221,25,50.69184,3.173925
1843,29,22,50.647236,3.059376
1843,5,24,50.63156,3.054738
1843,2,0,50.632233,3.046134
1843,9,0,50.63393,3.044986
1843,14,0,50.6379088,3.0508558
1843,24,0,50.637078,3.070774
1843,28,0,50.634686,3.048344
1843,62,0,50.632965,3.076437
1843,82,0,50.63999,3.075204
1843,159,0,50.637726,3.071892
1843,1,0,50.641926,3.075992
1843,264,0,50.697895,3.206297
1843,87,0,50.632393,3.110669
1843,89,0,50.619312,3.041299
1843,92,0,50.63665,3.091106
1843,105,0,50.638126,3.10231
1843,106,0,50.638123,3.112704
1843,109,0,50.623466,3.030667
1843,112,0,50.626846,3.115101
1843,118,0,50.641834,3.022364
1843,127,0,50.63708,3.127964
1843,129,0,50.63608,3.130853
1843,134,0,50.6221,3.131706
1843,136,0,50.62972,3.133873
1843,215,0,50.684593,3.200799
1843,235,0,50.696327,3.16713
1843,262,0,50.701187,3.215011
1843,263,0,50.69626,3.209156
1843,299,0,50.6151322,3.0863797
1843,59,0,50.622223,3.077127
1843,128,0,50.633842,3.127335
1843,143,0,50.61776,3.146026
1843,145,0,50.61992,3.14528
1843,126,0,50.64057,3.115571
1843,228,0,50.69535,3.180779
1843,231,0,50.689762,3.177179
1843,258,0,50.710735,3.159881
1843,222,0,50.6941,3.172165
1843,261,0,50.732277,3.157656
1843,140,0,50.623795,3.144815
1843,161,0,50.634417,3.0822274
1843,116,0,50.64891,3.078336
1843,176,0,50.604525,3.031224
1843,226,0,50.68645,3.170006
1843,233,0,50.702026,3.172654
1843,3,0,50.636093,3.050447
1843,23,0,50.639107,3.065548
1843,269,0,50.676944,3.167306
1843,203,0,50.68079,3.167454
1843,26,0,50.63457,3.068007
1843,73,0,50.642315,3.087979
1843,218,0,50.67392,3.18514
1843,10,1,50.63589,3.062471
1843,25,1,50.636399,3.069354
1843,80,1,50.61989,3.084357
1843,201,1,50.673943,3.163443
1843,86,1,50.62903,3.10295
1843,237,1,50.719803,3.156338
1843,240,1,50.71922,3.163396
1843,7,1,50.633728,3.055307
1843,32,1,50.64142,3.067873
1843,166,1,50.63084,3.04483
1843,54,1,50.62338,3.051565
1843,34,1,50.63413,3.041209
1843,305,1,50.67057,3.1443
