time_index,station_id,nb_velos_dispo,nb_places_dispo,latitude,longitude,ratio
0808,193,17,3,50.658146,3.042003,0.85
0808,305,15,5,50.67057,3.1443,0.75
0808,228,0,7,50.69535,3.180779,0.0
0808,70,8,8,50.63424,3.073991,0.5
0808,234,8,8,50.7004,3.161378,0.5
0808,174,17,10,50.607664,3.038892,0.6296296296296297
0808,37,0,12,50.62337,3.037553,0.0
0808,93,5,13,50.628918,3.088147,0.2777777777777778
0808,24,25,15,50.637078,3.070774,0.625
0808,260,4,16,50.721308,3.158104,0.2
0808,307,2,18,50.61245,3.12268,0.1
0808,52,0,22,50.62276,3.063799,0.0
0808,154,7,9,50.65532,3.060615,0.4375
0808,190,5,9,50.662941,3.057167,0.35714285714285715
0808,265,1,15,50.67441,3.14721,0.0625
0808,30,2,17,50.64297,3.067375,0.10526315789473684
0808,46,0,18,50.62629,3.061198,0.0
0808,96,4,23,50.64543,3.075116,0.14814814814814814
0808,173,18,2,50.61352,3.03677,0.9
0808,273,11,9,50.670865,3.198875,0.55
0808,246,2,10,50.72271,3.163794,0.16666666666666666
0808,58,8,12,50.62073,3.07895,0.4
0808,221,17,12,50.69184,3.173925,0.5862068965517241
0808,74,0,20,50.641238,3.083175,0.0
0808,108,0,20,50.645267,3.100516,0.0
0808,229,15,3,50.692368,3.185092,0.8333333333333334
0808,104,6,12,50.64584,3.112744,0.3333333333333333
0808,84,9,15,50.627243,3.109266,0.375
0808,91,7,18,50.63417,3.095958,0.28
0808,68,24,0,50.630836,3.047778,1.0
0808,138,16,4,50.631298,3.126914,0.8
0808,244,6,6,50.727453,3.166828,0.5
0808,245,11,7,50.724581,3.166122,0.6111111111111112
0808,162,15,11,50.628544,3.065015,0.5769230769230769
0808,88,18,12,50.635082,3.058015,0.6
0808,124,5,13,50.6618,3.096235,0.2777777777777778
0808,117,5,16,50.641617,3.031375,0.23809523809523808
0808,69,3,19,50.61893,3.032539,0.13636363636363635
0808,54,0,20,50.62338,3.051565,0.0
0808,137,5,25,50.615868,3.126089,0.16666666666666666
0808,210,9,3,50.676884,3.187817,0.75
0808,85,6,6,50.62504,3.1008,0.5
0808,197,10,10,50.630834,3.013247,0.5
0808,275,9,11,50.665946,3.198101,0.45
0808,252,3,13,50.72263,3.150377,0.1875
0808,55,10,14,50.617847,3.061758,0.4166666666666667
0808,98,0,24,50.6549,3.068756,0.0
0808,29,1,27,50.647236,3.059376,0.03571428571428571
0808,111,6,6,50.62486,3.116677,0.5
0808,253,5,7,50.72498,3.150884,0.4166666666666667
0808,243,3,9,50.718204,3.15749,0.25
0808,207,16,14,50.69138,3.17966,0.5333333333333333
0808,5,5,35,50.63156,3.054738,0.125
0808,12,24,1,50.637486,3.065902,0.96
0808,156,22,2,50.661602,3.050322,0.9166666666666666
0808,126,0,3,50.64057,3.115571,0.0
0808,103,7,9,50.639828,3.106677,0.4375
0808,188,3,9,50.637103,3.097538,0.25
0808,195,9,11,50.631135,3.008346,0.45
0808,257,3,13,50.71473,3.157369,0.1875
0808,300,5,15,50.64466,3.03027,0.25
0808,205,0,18,50.69106,3.1902585,0.0
0808,82,7,25,50.63999,3.075204,0.21875
0808,40,1,27,50.62614,3.051729,0.03571428571428571
0808,220,11,3,50.693768,3.167666,0.7857142857142857
0808,99,15,8,50.654602,3.073805,0.6521739130434783
0808,94,9,15,50.63579,3.033977,0.375
0808,214,7,5,50.6795,3.179257,0.5833333333333334
0808,21,8,12,50.64193,3.061774,0.4
0808,224,2,12,50.691406,3.162704,0.14285714285714285
0808,150,9,15,50.60548,3.077622,0.375
0808,238,1,16,50.72075,3.152659,0.058823529411764705
0808,149,9,8,50.609592,3.075483,0.5294117647058824
0808,192,5,9,50.6312847,3.1350379,0.35714285714285715
0808,313,9,11,50.666236,3.06415,0.45
0808,232,3,11,50.699734,3.174347,0.21428571428571427
0808,268,0,16,50.6967934,3.1684926,0.0
0808,309,8,16,50.610949,2.983948,0.3333333333333333
0808,218,0,24,50.67392,3.18514,0.0
0808,263,0,1,50.69626,3.209156,0.0
0808,145,0,1,50.61992,3.14528,0.0
0808,6,11,13,50.630943,3.060299,0.4583333333333333
0808,27,3,33,50.635014,3.064802,0.08333333333333333
0808,168,7,7,50.630855,3.0226,0.5
0808,240,5,7,50.71922,3.163396,0.4166666666666667
0808,254,4,14,50.71732,3.162455,0.2222222222222222
0808,204,11,4,50.684757,3.171974,0.7333333333333333
0808,14,32,8,50.6379088,3.0508558,0.8
0808,308,7,13,50.611307,2.994654,0.35
0808,110,0,16,50.62487,3.034234,0.0
0808,163,0,19,50.625597,3.064497,0.0
0808,8,4,36,50.632366,3.062313,0.1
0808,9,35,1,50.63393,3.044986,0.9722222222222222
0808,201,26,4,50.673943,3.163443,0.8666666666666667
0808,64,11,9,50.6318,3.071392,0.55
0808,231,0,10,50.689762,3.177179,0.0
0808,151,2,11,50.60642,3.072209,0.15384615384615385
0808,80,17,13,50.61989,3.084357,0.5666666666666667
0808,161,11,4,50.634417,3.0822274,0.7333333333333333
0808,230,3,7,50.70076,3.18407,0.3
0808,23,9,9,50.639107,3.065548,0.5
0808,274,7,13,50.667847,3.192974,0.35
0808,113,0,18,50.651337,3.08945,0.0
0808,270,1,19,50.664211,3.130098,0.05
0808,200,0,24,50.679123,3.155906,0.0
0808,95,15,3,50.63041,3.097037,0.8333333333333334
0808,77,8,10,50.62286,3.0914,0.4444444444444444
0808,196,7,10,50.636003,3.009396,0.4117647058823529
0808,169,0,12,50.644685,3.057953,0.0
0808,182,0,12,50.649644,3.03812,0.0
0808,272,4,14,50.671517,3.183123,0.2222222222222222
0808,56,0,18,50.620304,3.055471,0.0
0808,304,17,3,50.66351,3.138682,0.85
0808,19,13,11,50.64031,3.05774,0.5416666666666666
0808,247,4,11,50.73418,3.1681724,0.26666666666666666
0808,269,8,12,50.676944,3.167306,0.4
0808,144,9,15,50.6258,3.14862,0.375
0808,38,0,18,50.62429,3.045321,0.0
0808,65,0,18,50.621128,3.035483,0.0
0808,73,2,22,50.642315,3.087979,0.08333333333333333
0808,170,1,11,50.62195,3.06038,0.08333333333333333
0808,276,8,12,50.67756,3.14019,0.4
0808,222,0,12,50.6941,3.172165,0.0
0808,16,1,15,50.646225,3.053499,0.0625
0808,303,3,17,50.60709,3.06558,0.15
0808,179,1,19,50.626063,3.090931,0.05
0808,39,0,23,50.627674,3.050173,0.0
0808,53,11,27,50.61856,3.049251,0.2894736842105263
0808,3,18,0,50.636093,3.050447,1.0
0808,248,6,6,50.728798,3.158835,0.5
0808,139,7,9,50.62577,3.144714,0.4375
0808,194,11,9,50.665968,3.049462,0.55
0808,227,8,10,50.699436,3.159658,0.4444444444444444
0808,11,21,11,50.63734,3.060977,0.65625
0808,155,4,11,50.655098,3.051201,0.26666666666666666
0808,158,8,12,50.644943,3.036932,0.4
0808,114,0,16,50.62651,3.079211,0.0
0808,259,0,17,50.704693,3.160515,0.0
0808,47,8,18,50.62824,3.069233,0.3076923076923077
0808,61,6,18,50.629246,3.075218,0.25
0808,83,20,4,50.63378,3.02059,0.8333333333333334
0808,159,30,10,50.637726,3.071892,0.75
0808,142,8,12,50.6206,3.138207,0.4
0808,132,3,15,50.61606,3.132006,0.16666666666666666
0808,301,1,19,50.65281,3.02604,0.05
0808,167,0,20,50.626382,3.047066,0.0
0808,153,1,23,50.65547,3.064989,0.041666666666666664
0808,143,0,1,50.61776,3.146026,0.0
0808,171,13,3,50.62479,3.080467,0.8125
0808,157,11,5,50.64989,3.042045,0.6875
0808,10,24,8,50.63589,3.062471,0.75
0808,122,8,8,50.666033,3.087591,0.5
0808,60,10,10,50.621185,3.072363,0.5
0808,206,11,12,50.688015,3.174815,0.4782608695652174
0808,18,0,14,50.6428,3.055932,0.0
0808,22,12,17,50.64144,3.064974,0.41379310344827586
0808,302,1,19,50.60301,3.06925,0.05
0808,101,5,19,50.6423,3.099291,0.20833333333333334
0808,75,1,20,50.637337,3.084894,0.047619047619047616
0808,2,31,0,50.632233,3.046134,1.0
0808,147,12,4,50.614052,3.062195,0.75
0808,199,15,5,50.612921,3.003634,0.75
0808,239,9,5,50.730289,3.167723,0.6428571428571429
0808,34,14,6,50.63413,3.041209,0.7
0808,250,15,7,50.72389,3.160344,0.6818181818181818
0808,213,9,9,50.68859,3.182028,0.5
0808,119,8,10,50.640957,3.018803,0.4444444444444444
0808,310,9,11,50.676607,3.065308,0.45
0808,160,9,11,50.637709,3.077478,0.45
0808,97,4,13,50.65937,3.074057,0.23529411764705882
0808,271,18,2,50.669867,3.131048,0.9
0808,236,6,5,50.694714,3.192643,0.5454545454545454
0808,242,5,13,50.716843,3.167834,0.2777777777777778
0808,20,5,25,50.640385,3.062053,0.16666666666666666
0808,28,40,0,50.634686,3.048344,1.0
0808,223,7,5,50.6903353,3.1690075,0.5833333333333334
0808,212,9,9,50.682053,3.182205,0.5
0808,123,7,10,50.665348,3.075792,0.4117647058823529
0808,219,3,14,50.695477,3.164222,0.17647058823529413
0808,49,8,16,50.61957,3.068387,0.3333333333333333
0808,141,8,16,50.61682,3.140808,0.3333333333333333
0808,26,13,9,50.63457,3.068007,0.5909090909090909
0808,148,5,15,50.612194,3.074952,0.25
0808,62,14,16,50.632965,3.076437,0.4666666666666667
0808,176,16,0,50.604525,3.031224,1.0
0808,299,0,1,50.6151322,3.0863797,0.0
0808,164,13,3,50.63393,3.061687,0.8125
0808,177,8,6,50.616763,3.023032,0.5714285714285714
0808,185,5,7,50.65722,3.056147,0.4166666666666667
0808,184,0,12,50.651107,3.0678,0.0
0808,66,3,15,50.63237,3.066273,0.16666666666666666
0808,198,4,16,50.614392,3.010842,0.2
0808,256,6,10,50.73682,3.1712308,0.375
0808,251,8,10,50.72551,3.156554,0.4444444444444444
0808,225,0,16,50.683987,3.16327,0.0
0808,233,0,16,50.702026,3.172654,0.0
0808,43,0,32,50.629044,3.058288,0.0
0808,146,19,0,50.63268,3.052483,1.0
0808,166,16,0,50.63084,3.04483,1.0
0808,133,7,11,50.61915,3.126501,0.3888888888888889
0808,116,0,16,50.64891,3.078336,0.0
0808,203,3,17,50.68079,3.167454,0.15
0808,262,0,1,50.701187,3.215011,0.0
0808,81,5,5,50.63529,3.115088,0.5
0808,107,6,6,50.636105,3.106438,0.5
0808,249,4,8,50.728798,3.154051,0.3333333333333333
0808,178,7,11,50.615246,3.018435,0.3888888888888889
0808,183,0,20,50.658048,3.063774,0.0
0808,175,11,5,50.60301,3.038779,0.6875
0808,237,4,8,50.719803,3.156338,0.3333333333333333
0808,267,11,9,50.670155,3.154898,0.55
0808,261,0,13,50.732277,3.157656,0.0
0808,140,0,14,50.623795,3.144815,0.0
